name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,futureType,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
WNDR/USD,True,False,0.00025,1.0,1.0,0.29075,0.29,0.29525,0.29075,spot,,WNDR,False,USD,,True,True,280.0,0.0,-0.0688550840672538,0.0,6.69225,6.69225,0.31725,0.29025,True
WRX/USD,True,False,1e-05,1.0,1.0,0.20191,0.19854,0.20019,0.20019,spot,,WRX,False,USD,,False,True,280.0,-0.007584770969660916,-0.01003857185243794,-0.023701536210680323,1681.10578,1681.10578,0.20635,0.19972,
WRX/USDT,True,False,1e-05,1.0,1.0,0.2005,0.19918,0.19982,0.19982,spot,,WRX,False,USDT,,False,True,196.0,-0.00995887628201952,-0.008731024903264212,-0.025743539736713797,489.03871,489.0550096602043,0.2062,0.19968,
WSB-0930,True,False,0.05,0.001,0.001,521.5,500.95,505.3,505.3,future,future,,False,,WSB,True,False,350.0,-0.009215686274509804,0.003076923076923077,-0.012796717788414574,0.0,0.0,517.15,502.95,True
WSB-1230,True,False,0.05,0.001,0.001,512.65,500.65,508.35,508.35,future,future,,False,,WSB,True,False,350.0,-0.00838778893982249,0.006434369431795684,-0.00838778893982249,10.253,10.253,516.8,503.7,True
XAUT-PERP,True,False,0.1,0.01,0.01,1647.4,1645.9,1647.0,1647.0,future,perpetual,,False,,XAUT,False,False,350.0,-0.0007886913789965419,0.006662184463052381,-0.004833836858006042,185890.7,185890.7,1656.9,1633.2,
XAUT/USD,True,False,0.1,0.0001,0.0001,1644.8,1649.4,1651.4,1649.4,spot,,XAUT,False,USD,,False,True,280.0,0.001700473703388801,0.009486504682049085,-0.005186972255729795,23290.67181,23290.67181,1664.7,1629.8,
XAUT/USDT,True,False,0.1,0.0001,0.0001,1644.9,1643.2,1653.9,1644.9,spot,,XAUT,False,USDT,,False,True,196.0,0.0,0.008336909213510697,-0.010407893153651787,515.52171,515.5388923385943,1664.1,1624.0,
XEM-PERP,True,False,5e-05,1.0,1.0,0.0414,0.04135,0.0414,0.0414,future,perpetual,,False,,XEM,False,False,350.0,-0.008383233532934131,0.045454545454545456,0.024752475247524754,1762755.65925,1762755.65925,0.0419,0.03955,
XLM-PERP,True,False,2.5e-05,1.0,1.0,0.107675,0.1075,0.107525,0.107525,future,perpetual,,False,,XLM,False,False,600.0,-0.011264367816091954,-0.00784313725490196,-0.010126582278481013,5715109.104925,5715109.104925,0.1103,0.107125,
XMR-PERP,True,False,0.01,0.01,0.01,147.68,147.62,147.66,147.66,future,perpetual,,False,,XMR,False,False,350.0,-0.004382711887263165,0.030425680390788554,0.0007455099966113182,3405767.8223,3405767.8223,149.19,142.93,
XRP-PERP,True,False,2.5e-05,1.0,1.0,0.4328,0.43275,0.432775,0.432775,future,perpetual,,False,,XRP,False,False,3000.0,-0.016811495427954792,0.006044051839367699,-0.03934517203107658,155621951.474025,155621951.474025,0.455425,0.42725,
XRP-0930,True,False,2.5e-05,1.0,1.0,0.432825,0.432575,0.4331,0.432825,future,future,,False,,XRP,False,False,3000.0,-0.017311840163469178,0.006394233563913271,-0.03886082273913285,1607416.087525,1607416.087525,0.45495,0.4273,
XRP-1230,True,False,2.5e-05,1.0,1.0,0.430925,0.43005,0.430775,0.430775,future,future,,False,,XRP,False,False,3000.0,-0.01649543378995434,0.006836508122005376,-0.03791178112786153,169679.92485,169679.92485,0.45195,0.424775,
XRP/BTC,True,False,1e-08,1.0,1.0,2.256e-05,2.256e-05,2.259e-05,2.256e-05,spot,,XRP,False,BTC,,False,True,1440.0,-0.0008857395925597874,-0.0013280212483399733,-0.026747195858498704,42.91658535,823686.4351445055,2.33e-05,2.201e-05,
XRP/JPY,True,False,0.01,1.0,1.0,62.62,62.55,62.82,62.62,spot,,XRP,False,JPY,,False,True,1680.0,-0.018187519598620257,0.005943775100401606,-0.03617054024934585,7373491.81,50877.093489,65.56,61.74,
XRP/USD,True,False,2.5e-05,1.0,1.0,0.4329,0.432825,0.43285,0.43285,spot,,XRP,False,USD,,False,True,2400.0,-0.016976097200931132,0.006920616458272754,-0.039924586891427305,73279917.1379,73279917.1379,0.455775,0.427425,
XRP/USDT,True,False,2.5e-05,1.0,1.0,0.432925,0.43275,0.43295,0.432925,spot,,XRP,False,USDT,,False,True,1680.0,-0.016805768466473626,0.007095085780750218,-0.03970498530471912,7765980.72845,7766239.568587679,0.4557,0.427525,
XTZ-PERP,True,False,0.0001,0.001,0.001,1.4158,1.4156,1.4158,1.4158,future,perpetual,,False,,XTZ,False,False,600.0,-0.013586009893402076,-0.0049898095438892405,-0.017828650711064865,3698034.7216945,3698034.7216945,1.4509,1.4118,
XTZ-0930,True,False,0.0001,0.001,0.001,1.429,1.4164,1.4226,1.4226,future,future,,False,,XTZ,False,False,600.0,-0.008710194411539265,-0.0016141483612885114,-0.014273835920177384,44.7811381,44.7811381,1.4497,1.4177,
XTZ-1230,True,False,0.0001,0.001,0.001,1.4053,1.395,1.4017,1.4017,future,future,,False,,XTZ,False,False,600.0,-0.008558494836610553,0.0026466380543633764,-0.011076619161845633,100.001148,100.001148,1.427,1.3855,
YFI-PERP,True,False,5.0,0.001,0.001,8065.0,8065.0,8075.0,8065.0,future,perpetual,,False,,YFI,False,False,1200.0,-0.014660965180207697,-0.004935225169648365,-0.021237864077669904,4340142.025,4340142.025,8290.0,8050.0,
YFI-0930,True,False,5.0,0.001,0.001,8235.0,8045.0,8100.0,8100.0,future,future,,False,,YFI,False,False,1200.0,-0.012797074954296161,0.0012360939431396785,-0.015795868772782502,2181.68,2181.68,8290.0,7995.0,
YFI-1230,True,False,5.0,0.001,0.001,8120.0,7965.0,8105.0,8105.0,future,future,,False,,YFI,False,False,1200.0,-0.0018472906403940886,-0.0024615384615384616,-0.0061312078479460455,2502.175,2502.175,8280.0,8010.0,
YFI/BTC,True,False,0.00025,0.001,0.001,0.4195,0.42,0.42175,0.42,spot,,YFI,False,BTC,,False,True,576.0,0.0011918951132300357,-0.013505578391074574,-0.008264462809917356,0.13569375,2604.3335064375,0.42575,0.4175,
YFI/USD,True,False,5.0,0.001,0.001,8080.0,8075.0,8080.0,8080.0,spot,,YFI,False,USD,,False,True,960.0,-0.013431013431013432,-0.0049261083743842365,-0.02001212856276531,341946.83,341946.83,8290.0,8065.0,
YFI/USDT,True,False,5.0,0.001,0.001,8085.0,8065.0,8085.0,8085.0,spot,,YFI,False,USDT,,False,True,672.0,-0.01040391676866585,-0.001851851851851852,-0.01761846901579587,8687.16,8687.4495430428,8285.0,8070.0,
YFII-PERP,True,False,0.25,0.001,0.001,899.5,899.25,899.75,899.5,future,perpetual,,False,,YFII,False,False,350.0,-0.021218715995647442,-0.01586433260393873,-0.028092922744462453,3703321.05525,3703321.05525,950.5,888.0,
YFII/USD,True,False,0.25,0.001,0.001,898.5,897.75,900.5,898.5,spot,,YFII,False,USD,,False,True,280.0,-0.021241830065359478,-0.016151108677799068,-0.026543878656554713,38418.94025,38418.94025,950.75,894.5,
YGG/USD,True,False,0.00025,1.0,1.0,0.352,0.351,0.352,0.352,spot,,YGG,False,USD,,False,True,280.0,-0.015384615384615385,0.001422475106685633,-0.022900763358778626,6900.59475,6900.59475,0.36425,0.3505,
ZEC-PERP,True,False,0.01,0.05,0.05,55.3,55.26,55.27,55.27,future,perpetual,,False,,ZEC,False,False,600.0,-0.009320666786162394,0.0041787790697674415,-0.005756431012772081,1772405.4095,1772405.4095,56.06,54.73,
ZIL-PERP,True,False,1e-05,10.0,10.0,0.03099,0.03097,0.03098,0.03098,future,perpetual,,False,,ZIL,False,False,350.0,-0.009907318632150847,-0.0006451612903225806,-0.014944356120826709,1048353.2342,1048353.2342,0.03173,0.03087,
ZM-0930,True,False,0.05,0.005,0.005,75.2,75.0,75.5,75.2,future,future,,False,,ZM,True,False,350.0,-0.0019907100199071004,0.014844804318488529,-0.010526315789473684,31023.88425,31023.88425,76.25,73.9,True
ZM-1230,True,False,0.05,0.005,0.005,75.25,74.45,75.6,75.25,future,future,,False,,ZM,True,False,350.0,-0.001989389920424403,0.005344021376085505,-0.004629629629629629,67900.0,67900.0,76.3,74.45,True
ZM/USD,True,False,0.01,0.01,0.01,75.17,74.52,75.39,75.17,spot,,ZM,False,USD,,True,True,280.0,0.0,0.014987847691061302,-0.008703679282605828,111517.9683,111517.9683,76.24,73.36,True
ZRX-PERP,True,False,0.00025,1.0,1.0,0.26425,0.264,0.26425,0.26425,future,perpetual,,False,,ZRX,False,False,350.0,-0.012149532710280374,0.012452107279693486,-0.013992537313432836,1309521.46375,1309521.46375,0.27075,0.26,
ZRX/USD,True,False,0.00025,1.0,1.0,0.2645,0.26375,0.26475,0.2645,spot,,ZRX,False,USD,,False,True,280.0,-0.012138188608776844,0.012440191387559809,-0.013979496738117428,41385.84225,41385.84225,0.2705,0.2605,
ADABEAR/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,1e-08,1e-08,1e-08,spot,,ADABEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
ADABULL/USD,True,False,0.0001,1.0,1.0,0.2745,0.2724,0.2738,0.2738,spot,,ADABULL,True,USD,,False,True,280.0,-0.02631578947368421,-0.012621709340064912,-0.03591549295774648,81534.1819,81534.1819,0.2905,0.2699,
ADAHALF/USD,True,False,1.0,1e-05,1e-05,28975.0,28926.0,29024.0,28975.0,spot,,ADAHALF,True,USD,,False,True,280.0,-0.0025817555938037868,-0.003336543753439736,-0.008045190003423484,21.51661,21.51661,30297.0,28960.0,
ADAHEDGE/USD,True,False,0.001,0.01,0.01,8.202,8.051,8.104,8.104,spot,,ADAHEDGE,True,USD,,False,True,280.0,0.008587429993777224,0.003467062902426944,0.013887151257350181,0.0,0.0,8.191,7.938,
ALGOBEAR/USD,True,False,1e-08,1000000000000.0,1000000000000.0,1e-08,,,,spot,,ALGOBEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ALGOBULL/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,,1e-08,,spot,,ALGOBULL,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ALGOHALF/USD,True,False,0.5,1e-05,1e-05,10757.5,10181.5,10250.5,10250.5,spot,,ALGOHALF,True,USD,,False,True,280.0,-0.007023152184442507,-0.00039007265103125456,-0.015605493133583021,0.0,0.0,10757.5,10215.5,
ALGOHEDGE/USD,True,False,0.005,0.001,0.001,49.02,53.355,53.765,53.355,spot,,ALGOHEDGE,True,USD,,False,True,280.0,0.01435361216730038,0.0004687792987061691,0.0312137611132586,0.0,0.0,53.705,49.02,
ALTBEAR/USD,True,False,1e-08,10000.0,10000.0,1.446e-05,1.433e-05,1.444e-05,1.444e-05,spot,,ALTBEAR,True,USD,,False,True,280.0,0.040345821325648415,-0.03281982585398526,0.03959683225341973,9309.8601,9309.8601,1.502e-05,1.368e-05,
ALTBULL/USD,True,False,5e-05,1.0,1.0,0.1519,0.1516,0.1532,0.1519,spot,,ALTBULL,True,USD,,False,True,280.0,-0.0349428208386277,0.024620573355817875,-0.0428481411468179,1485.1185,1485.1185,0.1608,0.1478,
ALTHALF/USD,True,False,1.0,1e-05,1e-05,15120.0,14952.0,14998.0,14998.0,spot,,ALTHALF,True,USD,,False,True,280.0,-0.0053717089992705086,0.005160512030024798,-0.006557594224018017,0.0,0.0,15120.0,14900.0,
ALTHEDGE/USD,True,False,0.01,0.001,0.001,120.15,121.23,121.92,121.23,spot,,ALTHEDGE,True,USD,,False,True,280.0,0.008988764044943821,-0.010932528351146284,0.008988764044943821,0.0,0.0,122.94,119.62,
ASDBEAR/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,1e-08,3e-08,1e-08,spot,,ASDBEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
ASDBEAR/USDT,True,False,1e-08,100000000.0,100000000.0,1e-08,1e-08,2e-08,1e-08,spot,,ASDBEAR,True,USDT,,False,True,196.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
ASDBULL/USD,True,False,1e-08,10000.0,10000.0,2.03e-05,1.948e-05,2.014e-05,2.014e-05,spot,,ASDBULL,True,USD,,False,True,280.0,-0.007881773399014778,-0.02705314009661836,-0.08412914961346066,286.8207,286.8207,2.236e-05,2.014e-05,
ASDBULL/USDT,True,False,1e-08,10000.0,10000.0,2.219e-05,1.952e-05,2.015e-05,2.015e-05,spot,,ASDBULL,True,USDT,,False,True,196.0,-0.007389162561576354,-0.02704007725736359,-0.09193330328977016,54.5831,54.584919254723,2.236e-05,2.013e-05,
ASDHALF/USD,True,False,0.5,1e-05,1e-05,11491.0,12900.5,13008.5,12900.5,spot,,ASDHALF,True,USD,,False,True,280.0,-0.00019375339068433697,-0.008149771268212048,-0.01673018292682927,0.0,0.0,13183.0,11491.0,
ASDHEDGE/USD,True,False,0.0025,0.01,0.01,17.0775,16.3325,16.72,16.72,spot,,ASDHEDGE,True,USD,,False,True,280.0,0.0002991325157044571,0.01317982123920618,0.03449342614075793,0.0,0.0,17.0775,16.025,
ATOMBEAR/USD,True,False,1e-08,1000000000.0,1000000000.0,1e-08,,2e-08,,spot,,ATOMBEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ATOMBULL/USD,True,False,1e-08,10000.0,10000.0,1.32e-05,1.319e-05,1.332e-05,1.32e-05,spot,,ATOMBULL,True,USD,,False,True,280.0,-0.05308464849354376,-0.044170890658942794,-0.05308464849354376,31683.9739,31683.9739,1.512e-05,1.312e-05,
ATOMHALF/USD,True,False,1.0,1e-05,1e-05,20080.0,19462.0,19540.0,19540.0,spot,,ATOMHALF,True,USD,,False,True,280.0,-0.007819640499644561,-0.00771887060735324,-0.008524457073269738,0.0,0.0,20080.0,19495.0,
ATOMHEDGE/USD,True,False,0.001,0.01,0.01,9.729,9.656,9.719,9.719,spot,,ATOMHEDGE,True,USD,,False,True,280.0,0.015145184875705035,0.014509394572025052,0.022406900904691773,2767.79022,2767.79022,9.758,9.337,
BALBEAR/USD,True,False,1e-08,100000.0,100000.0,3.4e-07,3.5e-07,3.7e-07,3.5e-07,spot,,BALBEAR,True,USD,,False,True,280.0,0.029411764705882353,-0.027777777777777776,0.029411764705882353,3.774,3.774,3.7e-07,3.4e-07,
BALBEAR/USDT,True,False,1e-08,100000.0,100000.0,3.4e-07,3.5e-07,3.7e-07,3.5e-07,spot,,BALBEAR,True,USDT,,False,True,196.0,0.029411764705882353,-0.07894736842105263,0.029411764705882353,26.04,26.0408679132,3.8e-07,3.4e-07,
BALBULL/USD,True,False,1e-08,10000.0,10000.0,2.397e-05,2.419e-05,2.454e-05,2.419e-05,spot,,BALBULL,True,USD,,False,True,280.0,-0.026559356136820925,0.03067746058798466,-0.058021806853582554,150.167,150.167,2.604e-05,2.26e-05,
BALBULL/USDT,True,False,1e-08,10000.0,10000.0,2.44e-05,2.392e-05,2.485e-05,2.44e-05,spot,,BALBULL,True,USDT,,False,True,196.0,-0.01652559451833938,0.050365906155832973,-0.04984423676012461,29.524,29.52498403492,2.603e-05,2.3e-05,
BALHALF/USD,True,False,0.5,1e-05,1e-05,8012.5,7303.0,7379.0,7379.0,spot,,BALHALF,True,USD,,False,True,280.0,-0.007398439601829432,0.0038090055774724525,-0.009995304219494197,0.0,0.0,7866.5,7348.5,
BALHEDGE/USD,True,False,0.005,0.001,0.001,62.375,70.315,71.98,70.315,spot,,BALHEDGE,True,USD,,False,True,280.0,0.010272988505747127,-0.013538159371492706,0.02739625949736996,0.0,0.0,71.28,64.115,
BCHBEAR/USD,True,False,1e-08,1000.0,1000.0,6.679e-05,6.849e-05,6.895e-05,6.849e-05,spot,,BCHBEAR,True,USD,,False,True,280.0,0.036000605052185754,-0.08128772635814889,-0.03508030431107354,123.88634,123.88634,7.478e-05,6.455e-05,
BCHBEAR/USDT,True,False,1e-08,1000.0,1000.0,6.85e-05,6.831e-05,6.907e-05,6.85e-05,spot,,BCHBEAR,True,USDT,,False,True,196.0,0.0426179604261796,-0.07582298974635726,-0.039405412985556026,54.43961,54.4414244722013,7.451e-05,6.468e-05,
BCHBULL/USD,True,False,1e-08,10000.0,10000.0,4.6e-06,4.45e-06,4.49e-06,4.49e-06,spot,,BCHBULL,True,USD,,False,True,280.0,-0.03648068669527897,0.08980582524271845,0.03695150115473441,8225.7381,8225.7381,4.73e-06,4.11e-06,
BCHBULL/USDT,True,False,1e-08,10000.0,10000.0,4.64e-06,4.44e-06,4.5e-06,4.5e-06,spot,,BCHBULL,True,USDT,,False,True,196.0,-0.03017241379310345,0.0975609756097561,0.046511627906976744,36.2212,36.222407252596,4.7e-06,4.06e-06,
BCHHALF/USD,True,False,0.25,1e-05,1e-05,5513.0,5376.0,5389.5,5389.5,spot,,BCHHALF,True,USD,,False,True,280.0,-0.00649799529932255,0.01377850928756172,0.006019879602407952,0.0,0.0,5513.0,5311.0,
BCHHEDGE/USD,True,False,0.05,0.0001,0.0001,411.85,408.1,409.85,409.85,spot,,BCHHEDGE,True,USD,,False,True,280.0,0.012100259291270527,-0.026021863117870723,-0.007386776459191087,97.03186,97.03186,424.55,401.3,
BEAR/USD,True,False,5e-08,1000.0,1000.0,0.0002228,0.0002221,0.0002226,0.0002226,spot,,BEAR,True,USD,,False,True,280.0,0.05148795465281058,-0.01895107977082415,0.03824626865671642,4189192.5007,4189192.5007,0.0002285,0.00020195,
BEAR/USDT,True,False,5e-08,1000.0,1000.0,0.0002214,0.00022155,0.0002225,0.00022155,spot,,BEAR,True,USDT,,False,True,196.0,0.04925408477385745,-0.023363456028212475,0.03214535290006988,515107.97045,515125.1389986551,0.0002284,0.0002027,
BEARSHIT/USD,True,False,1e-08,100000.0,100000.0,1.88e-06,1.93e-06,1.97e-06,1.93e-06,spot,,BEARSHIT,True,USD,,False,True,280.0,0.010471204188481676,-0.015306122448979591,0.026595744680851064,623.171,623.171,1.96e-06,1.83e-06,
BNBBEAR/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,,1e-08,,spot,,BNBBEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BNBBEAR/USDT,True,False,1e-08,100000000.0,100000000.0,1e-08,,2e-08,,spot,,BNBBEAR,True,USDT,,False,True,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BNBBULL/USD,True,False,0.005,0.01,0.01,17.57,17.475,17.575,17.57,spot,,BNBBULL,True,USD,,False,True,280.0,-0.02307478454267445,0.0632375189107413,-0.03567508232711306,25626.6268,25626.6268,18.715,16.365,
BNBBULL/USDT,True,False,0.005,0.01,0.01,17.54,17.43,17.535,17.535,spot,,BNBBULL,True,USDT,,False,True,196.0,-0.020664618821558223,0.06790499390986601,-0.030947775628626693,13168.9109,13169.349819800296,18.665,16.39,
BNBHALF/USD,True,False,2.5,1e-06,1e-06,37595.0,37847.5,37927.5,37847.5,spot,,BNBHALF,True,USD,,False,True,280.0,-0.004275190739279137,0.008661469784795789,-0.006105567226890756,0.0,0.0,38277.5,37462.5,
BNBHEDGE/USD,True,False,0.0005,0.01,0.01,6.8915,6.929,6.9515,6.929,spot,,BNBHEDGE,True,USD,,False,True,280.0,0.005222689685187872,-0.024771287825475018,0.008734895909157082,51.5186,51.5186,7.115,6.7975,
BSVBEAR/USD,True,False,1e-08,100000.0,100000.0,1.69e-06,1.78e-06,1.82e-06,1.78e-06,spot,,BSVBEAR,True,USD,,False,True,280.0,0.03488372093023256,-0.03783783783783784,0.047058823529411764,50.208,50.208,1.86e-06,1.69e-06,
BSVBEAR/USDT,True,False,1e-08,100000.0,100000.0,1.79e-06,1.78e-06,1.82e-06,1.79e-06,spot,,BSVBEAR,True,USDT,,False,True,196.0,0.017045454545454544,-0.032432432432432434,0.028735632183908046,24.398,24.39881318534,1.86e-06,1.69e-06,
BSVBULL/USD,True,False,1e-08,1000000.0,1000000.0,1.3e-07,1.1e-07,1.2e-07,1.2e-07,spot,,BSVBULL,True,USD,,False,True,280.0,0.09090909090909091,0.09090909090909091,-0.07692307692307693,20.73,20.73,1.3e-07,1.1e-07,
BSVBULL/USDT,True,False,1e-08,1000000.0,1000000.0,1.2e-07,1.1e-07,1.2e-07,1.2e-07,spot,,BSVBULL,True,USDT,,False,True,196.0,-0.07692307692307693,0.0,-0.07692307692307693,1.8,1.800059994,1.3e-07,1.2e-07,
BSVHALF/USD,True,False,0.25,1e-05,1e-05,4068.75,3879.0,3892.5,3892.5,spot,,BSVHALF,True,USD,,False,True,280.0,-0.004093642062172189,0.003027765251562198,-0.007521672616012239,0.0,0.0,4068.75,3877.5,
BSVHEDGE/USD,True,False,0.025,0.001,0.001,236.875,232.8,234.1,234.1,spot,,BSVHEDGE,True,USD,,False,True,280.0,0.0,-0.0059447983014862,0.014517876489707475,0.0,0.0,236.875,228.525,
BULL/USD,True,False,0.025,0.001,0.001,85.6,85.325,85.5,85.5,spot,,BULL,True,USD,,False,True,280.0,-0.046291132180702736,0.012733195143618597,-0.03986524424480629,2366582.007825,2366582.007825,93.525,83.525,
BULL/USDT,True,False,0.025,0.001,0.001,85.5,85.35,85.525,85.5,spot,,BULL,True,USDT,,False,True,196.0,-0.04735376044568245,0.01483679525222552,-0.037162162162162164,2027113.2792,2027180.8428855957,93.35,82.8,
BULLSHIT/USD,True,False,2.5e-05,1.0,1.0,0.080875,0.08015,0.081175,0.080875,spot,,BULLSHIT,True,USD,,False,True,280.0,-0.022067714631197097,0.006533914125700062,-0.03777513384889947,792.61115,792.61115,0.08615,0.0801,
BVOL/USD,True,False,0.05,0.0001,0.0001,446.85,444.55,448.2,446.85,spot,,BVOL,True,USD,,False,True,280.0,0.0,-0.01985084448343935,-0.00501002004008016,1316.63742,1316.63742,455.9,395.2,
COMPBEAR/USD,True,False,1e-08,1000000.0,1000000.0,1.6e-07,1.6e-07,1.7e-07,1.6e-07,spot,,COMPBEAR,True,USD,,False,True,280.0,0.0,0.0,0.0,29.55,29.55,1.6e-07,1.5e-07,
COMPBEAR/USDT,True,False,1e-08,1000000.0,1000000.0,1.6e-07,1.6e-07,1.8e-07,1.6e-07,spot,,COMPBEAR,True,USDT,,False,True,196.0,0.0,0.06666666666666667,0.06666666666666667,13.26,13.2604419558,1.8e-07,1.5e-07,
COMPBULL/USD,True,False,1e-08,10000.0,10000.0,7.48e-06,7.48e-06,8.82e-06,7.48e-06,spot,,COMPBULL,True,USD,,False,True,280.0,0.0,0.052039381153305204,0.0,47.7674,47.7674,7.75e-06,7.11e-06,
COMPBULL/USDT,True,False,1e-08,10000.0,10000.0,8.7e-06,6.23e-06,1e-05,8.7e-06,spot,,COMPBULL,True,USDT,,False,True,196.0,0.0,0.0,0.0,0.0,0.0,8.7e-06,8.5e-06,
COMPHALF/USD,True,False,0.5,1e-05,1e-05,8027.0,7851.0,7907.0,7907.0,spot,,COMPHALF,True,USD,,False,True,280.0,-0.0038425196850393703,-0.013351634639381084,-0.014826812858210815,0.0,0.0,8048.0,7880.5,
COMPHEDGE/USD,True,False,0.005,0.001,0.001,70.0,72.12,72.92,72.12,spot,,COMPHEDGE,True,USD,,False,True,280.0,0.009235936188077247,0.026619217081850534,0.030285714285714287,0.0,0.0,72.495,69.44,
DEFIBEAR/USD,True,False,5e-08,1000.0,1000.0,0.00022575,0.00022335,0.0002271,0.00022575,spot,,DEFIBEAR,True,USD,,False,True,280.0,0.04441360166551006,-0.020607375271149676,0.06611570247933884,275.6619,275.6619,0.0002349,0.0002094,
DEFIBEAR/USDT,True,False,5e-08,1000.0,1000.0,0.00021915,0.00022345,0.00022705,0.00022345,spot,,DEFIBEAR,True,USDT,,False,True,196.0,0.019621263974446725,-0.0341473957207694,0.021952892750971873,1.53405,1.5341011298865,0.00023135,0.00021015,
DEFIBULL/USD,True,False,5e-06,10.0,10.0,0.012135,0.012095,0.01233,0.012135,spot,,DEFIBULL,True,USD,,False,True,280.0,-0.04222573007103394,0.015056461731493099,-0.0711825487944891,311.8853,311.8853,0.0131,0.01184,
DEFIBULL/USDT,True,False,5e-06,10.0,10.0,0.01258,0.012115,0.01232,0.01232,spot,,DEFIBULL,True,USDT,,False,True,196.0,-0.02066772655007949,0.030100334448160536,-0.041990668740279936,14.1946,14.195073106018,0.01309,0.011765,
DEFIHALF/USD,True,False,0.5,1e-05,1e-05,9322.0,9089.0,9125.5,9125.5,spot,,DEFIHALF,True,USD,,False,True,280.0,-0.00517824048838984,0.0030777686177521297,-0.009174809989142236,0.0,0.0,9322.0,9074.5,
DEFIHEDGE/USD,True,False,0.025,0.001,0.001,192.775,189.525,190.8,190.8,spot,,DEFIHEDGE,True,USD,,False,True,280.0,0.012067365070945498,-0.005861664712778429,0.020184467317203584,0.0,0.0,192.775,185.875,
DOGEBEAR2021/USD,True,False,0.00025,0.1,0.1,1.0085,1.02125,1.02825,1.02125,spot,,DOGEBEAR2021,True,USD,,False,True,280.0,0.01642199552127395,0.009389671361502348,0.03156565656565657,21381.09485,21381.09485,1.03625,0.966,
DOGEBULL/USD,True,False,5e-06,10.0,10.0,0.02046,0.020365,0.02045,0.02045,spot,,DOGEBULL,True,USD,,False,True,280.0,-0.023400191021967526,-0.014932562620423893,-0.03172348484848485,87046.0938,87046.0938,0.0216,0.02015,
DOGEHALF/USD,True,False,5.0,1e-06,1e-06,74235.0,73910.0,74070.0,74070.0,spot,,DOGEHALF,True,USD,,False,True,280.0,-0.002222671246716508,-0.006638503319251659,-0.004033884630899556,232.94943,232.94943,75400.0,73935.0,
DOGEHEDGE/USD,True,False,0.0001,0.1,0.1,0.7313,0.7415,0.7432,0.7415,spot,,DOGEHEDGE,True,USD,,False,True,280.0,0.007609729582823754,0.003926347143243975,0.011872270742358079,76.90489,76.90489,0.7443,0.7297,
DRGNBEAR/USD,True,False,1e-08,100000.0,100000.0,2.77e-06,2.81e-06,2.87e-06,2.81e-06,spot,,DRGNBEAR,True,USD,,False,True,280.0,0.01444043321299639,-0.04745762711864407,0.01444043321299639,2.83,2.83,2.99e-06,2.77e-06,
DRGNBULL/USD,True,False,5e-06,10.0,10.0,0.018035,0.01744,0.01774,0.01774,spot,,DRGNBULL,True,USD,,False,True,280.0,-0.01635708344884946,0.048773278155483296,-0.01635708344884946,36.07,36.07,0.018125,0.016685,
DRGNHALF/USD,True,False,1.0,1e-05,1e-05,14769.0,14529.0,14607.0,14607.0,spot,,DRGNHALF,True,USD,,False,True,280.0,-0.0048371712767407,0.004469811580250309,-0.00313928888282263,0.0,0.0,14769.0,14510.0,
DRGNHEDGE/USD,True,False,0.005,0.001,0.001,59.6,59.15,59.475,59.475,spot,,DRGNHEDGE,True,USD,,False,True,280.0,0.011135668140088406,-0.00510204081632653,0.0072825810822254216,0.0,0.0,59.925,58.735,
EOSBEAR/USD,True,False,1e-08,100000.0,100000.0,1.99e-06,1.84e-06,1.87e-06,1.87e-06,spot,,EOSBEAR,True,USD,,False,True,280.0,0.0446927374301676,-0.10952380952380952,-0.06030150753768844,161.803,161.803,2.1e-06,1.71e-06,
EOSBEAR/USDT,True,False,1e-08,100000.0,100000.0,1.85e-06,1.84e-06,1.88e-06,1.85e-06,spot,,EOSBEAR,True,USDT,,False,True,196.0,0.0335195530726257,-0.11904761904761904,-0.08415841584158416,71.869,71.87139539377,2.1e-06,1.71e-06,
EOSBULL/USD,True,False,1e-08,1000000.0,1000000.0,2e-07,1.9e-07,2e-07,2e-07,spot,,EOSBULL,True,USD,,False,True,280.0,-0.047619047619047616,0.17647058823529413,0.05263157894736842,12643.01,12643.01,2.1e-07,1.7e-07,
